HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR_OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
272,3,7,58,31,18,99,49,6,12,26,5,17,1,1,10,16,1,43,1,2,1,1,1,1
273,1,7,28,3,16,35,51,3,10,29,4,14,3,1,3,38,1,40,0,4,1,1,1,1
274,8,5,58,30,28,55,52,1,2,23,3,53,1,2,9,46,0,62,0,2,1,1,1,1
275,3,3,50,7,33,43,19,1,20,15,1,29,1,1,4,40,0,29,1,4,1,1,1,1
276,5,6,50,72,23,62,40,3,7,5,1,35,1,1,7,73,1,28,0,4,1,1,1,1
277,4,6,58,44,52,9,25,5,4,14,0,52,3,2,4,66,1,36,1,1,1,1,1,1
278,5,5,28,44,45,43,13,5,3,29,0,55,1,3,2,76,0,62,0,2,1,1,1,1
279,2,4,48,63,59,26,25,7,5,7,1,12,1,1,6,94,0,28,1,4,1,1,1,1
280,9,7,24,90,56,77,52,2,3,6,1,59,1,7,2,39,0,63,1,1,1,1,1,1
281,3,8,16,18,51,60,49,2,9,5,4,52,1,7,9,76,0,29,0,1,1,1,1,1
282,8,6,45,98,49,74,16,5,8,29,1,21,1,5,2,42,0,61,0,4,1,1,1,1
283,3,1,30,76,28,68,30,3,11,16,5,38,1,4,2,17,1,69,1,2,1,1,1,1
284,4,9,20,51,50,92,23,4,9,15,5,56,2,4,3,84,0,42,0,1,1,1,1,1
285,7,1,32,27,25,97,26,2,15,7,2,30,1,6,5,10,1,51,1,2,1,1,1,1
286,2,1,49,19,25,14,50,7,5,20,3,24,2,2,2,63,1,59,1,2,1,1,1,1
287,4,2,51,40,31,52,46,3,17,20,1,21,3,8,7,48,0,63,1,1,1,1,1,1
288,4,2,16,35,39,87,53,5,17,14,4,52,3,2,5,82,0,44,1,1,1,1,1,1
289,1,8,35,3,46,92,44,1,15,21,1,33,1,6,4,94,1,61,1,2,1,1,1,1
290,8,4,13,65,54,98,23,5,9,30,3,24,3,1,7,63,1,58,1,1,1,1,1,1
291,5,5,26,88,28,45,51,1,9,16,5,12,1,8,2,49,0,45,0,1,1,1,1,1
292,5,5,18,29,16,85,39,5,18,28,5,51,3,7,2,14,1,35,1,1,1,1,1,1
293,8,8,11,46,20,88,28,2,16,18,2,32,3,4,6,11,0,52,0,1,1,1,1,1
294,3,4,54,66,33,73,19,2,18,5,5,52,3,1,3,11,0,67,1,2,1,1,1,1
295,1,6,11,42,12,57,23,6,20,22,3,30,1,7,8,47,1,37,0,4,1,1,1,1
296,5,1,30,88,11,53,26,3,12,15,4,46,3,5,2,55,0,64,1,2,1,1,1,1
297,4,1,31,20,57,11,29,2,17,20,4,14,3,1,7,27,1,24,0,1,1,1,1,1
298,1,8,39,33,15,93,29,1,17,21,0,15,3,3,4,72,1,59,1,2,1,1,1,1
299,5,1,52,75,57,95,55,7,5,28,4,52,3,2,2,58,0,21,1,1,1,1,1,1
300,1,3,21,41,27,67,26,6,16,18,2,41,1,7,2,49,0,23,1,1,1,1,1,1
301,5,5,47,96,32,80,19,7,11,26,4,56,2,4,5,83,1,28,1,2,1,1,1,1
302,2,7,33,30,24,28,29,3,10,5,2,28,1,6,9,38,0,60,0,2,1,1,1,1
303,6,9,52,4,29,75,58,6,16,11,1,11,1,7,3,82,0,32,1,4,1,1,1,1
304,2,1,30,73,43,17,26,4,11,17,1,52,1,5,2,66,1,48,1,1,1,1,1,1
305,4,4,40,71,26,72,23,5,9,27,1,25,3,4,6,18,0,23,1,1,1,1,1,1
306,5,6,14,30,38,2,36,3,17,27,4,44,3,3,5,42,0,45,1,1,1,1,1,1
307,2,6,35,74,16,60,16,6,16,20,1,32,3,2,4,37,0,56,1,2,1,1,1,1
308,3,8,37,64,20,71,49,3,4,21,4,53,3,6,3,23,1,49,1,2,1,1,1,1
309,9,3,60,98,55,97,12,2,17,20,3,56,3,2,7,92,0,69,1,3,1,1,1,1
310,3,2,12,32,40,7,57,2,19,24,3,29,2,8,6,95,0,28,1,1,1,1,1,1
311,2,7,17,52,35,38,22,6,10,28,4,27,2,6,2,63,0,37,1,1,1,1,1,1
312,2,2,55,53,19,83,34,3,7,8,2,12,1,8,7,93,0,48,1,4,1,1,1,1
313,2,6,45,4,27,84,23,2,12,19,5,23,2,8,8,76,1,52,1,2,1,1,1,1
314,2,8,23,5,36,68,24,7,2,11,1,60,1,7,6,27,0,53,1,2,1,1,1,1
315,7,6,16,29,28,24,19,7,8,21,0,18,2,6,2,83,0,20,0,4,1,1,1,1
316,5,1,40,56,44,65,34,3,18,30,5,33,3,4,3,19,1,67,1,4,1,1,1,1
317,4,4,52,34,27,43,21,2,20,24,4,16,2,5,10,94,0,39,1,4,1,1,1,1
318,9,6,48,99,45,74,49,2,18,15,0,30,3,5,10,88,1,54,1,2,1,1,1,1
319,1,5,14,79,41,68,22,6,12,21,4,49,2,7,9,84,1,31,1,1,1,1,1,1
320,9,7,49,16,41,8,20,1,12,10,4,55,1,2,8,89,0,48,1,2,1,1,1,1
321,3,8,55,6,52,27,39,1,8,25,0,18,2,7,8,52,0,42,1,2,1,1,1,1
322,3,4,24,86,31,3,23,7,3,17,2,50,1,3,2,58,0,37,0,1,1,1,1,1
323,9,3,37,32,56,92,50,4,19,28,5,34,2,6,6,97,0,54,1,1,1,1,1,1
324,8,4,26,82,32,21,20,1,10,13,3,39,1,4,9,58,1,32,1,1,1,1,1,1
325,3,6,53,51,37,46,47,5,7,27,4,35,1,8,7,60,1,53,1,4,1,1,1,1
326,4,3,11,76,51,79,15,1,15,18,4,50,3,7,10,31,0,50,0,1,1,1,1,1
327,5,5,27,15,36,99,52,6,14,21,1,55,1,7,3,92,1,47,0,1,1,1,1,1
328,6,6,19,13,51,85,54,4,17,10,3,27,3,4,4,37,1,68,0,1,1,1,1,1
329,6,6,12,26,48,67,14,5,11,11,2,17,2,1,4,11,1,33,1,1,1,1,1,1
330,1,3,51,24,32,14,46,5,2,26,2,48,3,6,4,41,0,48,0,2,1,1,1,1
331,4,5,12,47,33,64,49,5,20,10,2,26,3,7,9,36,1,34,0,1,1,1,1,1
332,6,2,26,62,26,22,25,6,19,30,5,47,1,8,3,33,0,57,0,1,1,1,1,1
333,4,5,26,41,20,32,33,2,7,12,4,33,2,4,9,67,0,33,1,1,1,1,1,1
334,2,8,51,79,13,99,28,6,9,20,0,15,1,7,6,39,0,35,0,2,1,1,1,1
335,4,4,47,83,44,46,28,2,12,23,3,29,2,8,5,58,0,61,1,4,1,1,1,1
336,9,2,30,74,21,2,59,5,10,16,3,43,1,4,3,96,0,28,0,1,1,1,1,1
337,2,8,41,66,48,42,45,1,8,17,1,28,2,1,10,94,1,56,0,1,1,1,1,1
338,4,4,60,66,30,82,46,6,20,27,2,24,3,3,4,16,0,18,1,2,1,1,1,1
339,7,4,24,82,60,77,30,7,10,6,5,20,3,7,7,98,1,49,1,1,1,1,1,1
340,5,1,43,2,29,59,18,6,13,14,1,54,1,1,9,91,1,64,1,2,1,1,1,1
341,9,8,36,56,16,78,33,7,5,20,4,11,3,8,7,68,1,26,1,4,1,1,1,1
342,2,4,42,93,28,64,33,7,3,24,3,18,1,3,6,58,1,38,1,1,1,1,1,1
343,1,7,37,7,33,9,30,7,4,22,0,22,2,4,8,30,0,54,1,1,1,1,1,1
344,1,6,12,86,40,10,28,4,11,24,4,53,2,5,3,19,1,21,0,1,1,1,1,1
345,2,3,27,64,31,47,30,7,7,17,5,40,2,1,10,19,1,56,0,2,1,1,1,1
346,7,5,28,76,38,83,55,2,14,22,0,35,2,4,3,26,0,45,1,1,1,1,1,1
347,6,3,46,48,36,89,46,3,8,14,2,32,1,8,9,92,1,22,0,2,1,1,1,1
348,6,4,19,66,55,34,55,3,14,30,4,32,3,8,9,47,1,46,1,1,1,1,1,1
349,4,5,37,16,18,42,31,1,18,23,2,23,1,5,7,66,1,25,0,4,1,1,1,1
350,2,6,47,100,28,74,33,5,2,16,4,38,3,7,6,74,0,54,1,2,1,1,1,1
351,5,2,53,41,51,54,14,6,10,17,2,26,2,8,10,100,0,47,0,1,1,1,1,1
352,5,7,32,55,31,12,12,2,9,6,3,30,2,7,2,92,0,39,1,1,1,1,1,1
353,3,8,38,11,12,15,30,4,4,15,0,53,1,2,10,91,1,35,0,2,1,1,1,1
354,1,2,18,66,12,49,50,3,13,25,1,11,3,3,6,44,0,25,0,1,1,1,1,1
355,4,5,16,37,43,32,20,5,12,8,4,13,2,6,3,76,1,26,1,4,1,1,1,1
356,7,4,16,13,39,66,21,5,13,23,5,11,1,8,3,18,1,59,0,1,1,1,1,1
357,4,7,32,64,53,77,22,6,6,8,2,49,1,7,7,96,0,22,1,1,1,1,1,1
358,3,6,55,72,25,21,20,1,13,21,0,24,1,1,8,17,0,56,1,4,1,1,1,1
359,5,5,27,30,13,74,59,6,8,26,0,27,1,1,10,74,1,32,1,1,1,1,1,1
360,2,4,15,29,33,97,36,1,4,20,2,60,2,6,6,17,1,36,1,2,1,1,1,1
361,3,8,36,98,43,29,58,2,11,30,4,29,1,5,8,53,1,36,1,4,1,1,1,1
362,7,1,16,6,41,74,28,4,13,29,1,41,3,8,6,37,1,22,0,1,1,1,1,1
363,4,7,28,36,54,86,18,1,5,13,1,40,1,2,10,12,1,30,0,3,1,1,1,1
364,8,6,35,97,42,57,35,2,7,17,2,31,2,5,9,46,0,20,0,1,1,1,1,1
365,1,1,55,49,48,56,23,6,9,9,5,37,2,1,4,24,1,31,0,4,1,1,1,1
366,3,9,43,24,52,86,22,2,20,26,4,28,2,5,8,57,1,63,1,4,1,1,1,1
367,1,6,16,27,56,90,21,5,12,14,4,34,1,7,4,86,1,65,0,1,1,1,1,1
368,2,6,12,64,24,89,21,3,18,16,4,16,1,4,8,40,1,43,1,1,1,1,1,1
369,9,8,60,7,54,26,35,1,18,15,0,28,1,5,2,84,1,47,0,3,1,1,1,1
370,4,7,40,69,53,36,25,7,2,28,5,48,3,3,10,43,0,45,1,1,1,1,1,1
371,1,9,45,81,59,62,45,6,6,27,4,49,2,4,5,100,0,18,0,4,1,1,1,1
372,2,7,47,81,30,55,49,1,3,29,3,33,3,7,4,50,1,69,0,2,1,1,1,1
373,2,4,36,29,45,10,35,4,11,22,1,49,1,2,8,94,0,23,1,1,1,1,1,1
374,6,8,49,25,42,56,47,2,3,5,0,11,2,2,8,43,1,46,0,4,1,1,1,1
375,6,3,19,39,51,15,49,7,6,14,3,19,3,3,8,54,0,43,0,1,1,1,1,1
376,4,2,13,99,17,32,17,2,14,27,5,27,2,4,2,92,0,24,1,2,1,1,1,1
377,1,4,57,82,16,34,37,1,7,8,1,53,3,6,9,16,1,51,1,2,1,1,1,1
378,3,1,29,17,34,15,48,4,19,28,1,13,3,3,9,93,1,25,0,4,1,1,1,1
379,6,5,32,9,21,74,23,2,5,18,2,52,3,6,5,64,0,48,0,2,1,1,1,1
380,6,8,32,54,30,90,34,7,20,30,4,31,2,7,7,59,1,68,0,2,1,1,1,1
381,3,9,57,59,11,40,47,3,5,23,1,39,3,6,2,81,0,67,0,2,1,1,1,1
382,6,5,44,76,53,10,43,5,13,23,5,57,2,1,2,12,1,22,1,1,1,1,1,1
383,1,3,42,90,28,58,20,2,18,21,0,24,2,3,8,15,1,59,0,2,1,1,1,1
384,6,1,33,46,29,1,18,3,9,28,5,28,3,4,7,12,1,70,0,4,1,1,1,1
385,6,7,18,100,49,41,10,1,16,9,3,29,2,1,8,30,0,25,1,4,1,1,1,1
386,8,3,28,17,48,20,27,6,10,15,3,53,1,5,9,26,1,21,0,4,1,1,1,1
387,9,3,35,4,51,70,22,3,18,22,2,39,2,2,7,55,0,52,1,1,1,1,1,1
388,2,5,60,53,22,80,14,1,10,30,1,36,3,4,4,43,0,41,0,2,1,1,1,1
389,6,8,42,86,31,27,57,5,6,9,1,21,2,3,10,48,1,41,1,1,1,1,1,1
390,6,8,19,98,18,62,43,2,2,22,3,27,1,2,10,19,1,46,1,4,1,1,1,1
391,1,1,13,82,47,40,44,1,2,21,3,12,1,2,9,13,1,36,0,4,1,1,1,1
392,5,8,25,16,42,7,47,1,20,23,4,43,2,8,3,99,1,52,1,1,1,1,1,1
393,1,2,32,79,11,81,52,2,12,23,0,17,2,3,2,68,0,35,1,4,1,1,1,1
394,1,8,34,56,33,97,50,5,18,8,1,41,2,1,8,40,0,37,1,1,1,1,1,1
395,1,2,43,37,34,7,57,5,16,23,5,34,2,6,7,72,1,50,1,2,1,1,1,1
396,4,5,56,89,53,14,57,1,12,12,5,20,2,3,7,33,1,25,1,4,1,1,1,1
397,1,2,15,83,60,92,50,5,20,20,2,14,3,1,6,67,1,53,0,1,1,1,1,1
398,6,3,37,15,41,100,21,1,13,16,1,52,2,7,6,70,0,42,0,2,1,1,1,1
399,2,3,59,55,45,1,49,7,13,15,0,10,1,4,7,99,1,69,1,4,1,1,1,1
400,9,4,59,21,31,10,19,6,16,29,4,43,3,8,10,84,0,45,0,2,1,1,1,1
401,9,2,53,79,21,22,12,7,16,22,3,28,1,6,6,83,1,63,0,2,1,1,1,1
402,7,3,47,82,48,81,38,2,3,23,3,52,1,4,7,39,0,23,0,1,1,1,1,1
403,8,4,39,68,55,74,29,6,5,17,5,37,3,5,9,64,1,49,1,1,1,1,1,1
404,5,6,52,39,53,22,39,5,5,22,3,17,3,8,3,99,0,18,0,4,1,1,1,1
405,8,2,27,1,31,26,54,7,6,5,0,50,2,5,4,53,0,31,0,2,1,1,1,1
406,6,4,12,49,11,14,41,7,19,29,2,32,3,2,5,10,1,35,0,1,1,1,1,1
407,5,2,29,29,29,86,36,6,9,10,3,18,2,7,6,52,0,29,1,2,1,1,1,1
408,1,4,52,35,15,82,42,4,7,23,5,37,1,1,5,43,0,45,1,4,1,1,1,1
409,3,3,47,35,50,89,44,1,11,23,0,36,1,8,9,18,0,24,0,4,1,1,1,1
410,5,3,34,26,12,70,60,6,11,11,1,33,1,3,7,53,1,24,0,2,1,1,1,1
411,6,6,32,6,58,73,38,2,13,26,0,40,3,6,9,45,0,36,1,1,1,1,1,1
412,6,9,37,4,40,80,22,4,17,28,4,16,2,7,9,64,1,34,1,1,1,1,1,1
413,7,2,23,49,60,11,37,5,13,6,3,59,1,1,5,10,0,31,0,1,1,1,1,1
414,9,6,11,50,44,23,30,6,4,28,5,30,2,3,5,17,0,69,0,2,1,1,1,1
415,6,1,29,86,58,10,50,5,2,6,4,58,3,5,5,66,1,54,0,1,1,1,1,1
416,2,1,27,26,58,16,56,4,10,8,5,58,2,4,4,25,1,28,1,1,1,1,1,1
417,7,1,36,71,57,72,27,5,12,23,3,47,2,2,7,16,1,28,1,1,1,1,1,1
418,1,1,18,41,30,87,30,4,15,16,3,20,2,3,9,35,1,23,0,2,1,1,1,1
419,7,4,57,55,42,18,52,6,5,15,3,38,2,8,6,98,0,60,0,2,1,1,1,1
420,9,3,59,85,40,17,48,6,3,19,3,22,3,2,7,60,0,42,1,2,1,1,1,1
421,1,8,32,88,40,36,42,4,16,12,2,23,3,6,9,10,1,62,1,1,1,1,1,1
422,2,8,46,77,38,56,19,6,19,6,3,16,1,1,3,16,0,22,0,4,1,1,1,1
423,8,9,43,72,14,62,34,7,16,10,3,52,1,4,2,56,0,23,0,2,1,1,1,1
424,8,8,32,68,33,77,21,5,8,7,4,38,3,1,4,93,0,49,0,1,1,1,1,1
425,5,4,30,70,37,32,56,7,9,14,0,24,3,2,5,42,1,52,1,2,1,1,1,1
426,2,5,60,50,27,1,52,5,3,5,2,57,3,7,8,94,1,36,0,2,1,1,1,1
427,6,1,24,84,54,54,15,4,5,6,2,31,1,4,3,63,1,51,0,1,1,1,1,1
428,4,8,58,95,12,6,18,1,2,21,3,20,2,7,8,63,1,33,1,2,1,1,1,1
429,6,8,56,91,10,60,21,7,11,26,4,32,2,2,7,85,1,18,0,2,1,1,1,1
430,6,5,39,44,29,27,38,7,8,10,5,57,2,3,3,95,1,34,1,2,1,1,1,1
431,6,6,50,98,20,15,56,3,6,12,3,56,2,7,3,62,1,22,0,2,1,1,1,1
432,5,5,25,25,24,43,24,7,18,21,5,14,3,4,8,43,1,34,1,2,1,1,1,1
433,7,6,56,29,41,87,35,6,9,12,3,28,2,1,2,100,0,47,0,1,1,1,1,1
434,4,9,23,86,17,10,47,6,17,30,5,24,2,6,9,64,1,32,0,1,1,1,1,1
435,9,5,56,26,44,4,45,7,20,8,2,27,3,3,8,100,0,42,0,2,1,1,1,1
436,5,9,44,92,36,76,26,1,9,7,0,11,3,8,10,29,1,54,1,1,1,1,1,1
437,3,8,54,72,31,68,18,7,3,8,0,48,1,6,6,26,0,42,0,1,1,1,1,1
438,8,5,41,81,17,44,38,5,13,24,4,36,1,2,7,11,1,47,1,1,1,1,1,1
439,5,3,47,48,58,52,34,1,9,9,2,43,2,5,7,14,0,19,1,1,1,1,1,1
440,8,5,37,88,30,92,57,6,14,24,1,10,1,6,6,26,0,50,1,1,1,1,1,1
441,3,3,43,8,28,62,25,5,13,26,2,40,3,2,5,65,1,56,0,2,1,1,1,1
442,1,6,56,21,18,98,32,2,17,19,4,58,1,7,3,96,1,56,1,2,1,1,1,1
443,1,2,43,20,54,22,11,5,11,5,0,32,1,4,3,70,1,33,1,1,1,1,1,1
444,9,2,14,98,36,62,41,6,9,8,0,14,1,7,10,91,1,23,1,1,1,1,1,1
445,8,8,29,98,33,59,33,2,17,9,2,28,3,3,9,41,0,54,1,2,1,1,1,1
446,6,5,12,90,23,14,44,4,17,10,1,29,2,8,9,84,0,23,1,4,1,1,1,1
447,2,3,39,55,56,14,23,2,17,8,0,56,2,3,10,72,1,59,1,3,1,1,1,1
448,4,7,15,30,34,12,15,3,4,5,3,33,1,2,3,62,1,23,0,1,1,1,1,1
449,1,7,35,24,32,39,26,2,19,26,0,38,1,3,8,20,0,20,1,1,1,1,1,1
450,6,1,54,14,11,93,27,5,11,23,4,57,3,7,10,18,1,34,0,2,1,1,1,1
451,4,5,47,72,32,22,10,1,9,28,3,26,3,2,8,94,1,70,0,1,1,1,1,1
452,7,1,48,88,18,7,24,7,8,20,4,42,2,4,10,42,0,41,0,2,1,1,1,1
453,1,5,14,11,23,58,10,7,15,9,3,30,1,5,6,86,0,29,0,2,1,1,1,1
454,2,1,18,18,53,1,34,7,3,22,3,17,3,4,5,68,1,34,1,4,1,1,1,1
455,2,7,48,29,41,19,18,1,13,17,5,19,2,4,3,44,0,18,1,4,1,1,1,1
456,7,5,43,98,31,26,12,6,6,21,2,11,1,2,4,88,1,21,0,4,1,1,1,1
457,5,2,51,6,42,73,35,7,20,25,4,13,3,5,3,78,1,37,1,4,1,1,1,1
458,2,8,12,7,14,76,41,5,3,7,2,54,3,8,6,93,0,65,0,1,1,1,1,1
459,8,5,26,11,43,18,53,1,10,19,0,19,2,8,5,20,1,37,0,4,1,1,1,1
460,5,3,33,5,39,4,53,3,2,28,1,25,3,3,10,56,0,62,1,1,1,1,1,1
461,9,8,43,54,41,57,21,2,12,24,1,55,2,3,8,51,1,36,0,1,1,1,1,1
462,8,8,58,7,29,72,14,6,12,10,0,25,3,8,8,54,1,35,0,1,1,1,1,1
463,1,1,43,51,51,15,39,1,14,6,1,52,2,6,9,17,1,20,0,1,1,1,1,1
464,9,3,31,26,19,75,34,2,11,28,4,49,3,2,9,12,1,59,0,2,1,1,1,1
465,6,7,27,74,20,40,14,5,3,17,5,13,2,7,6,51,0,33,1,2,1,1,1,1
466,6,2,20,18,49,11,55,7,6,23,0,49,1,5,5,100,1,52,0,1,1,1,1,1
467,8,6,25,73,47,54,53,7,11,18,1,36,1,3,5,26,0,67,0,1,1,1,1,1
468,3,3,45,28,52,30,11,4,16,12,2,40,3,3,2,86,0,53,1,1,1,1,1,1
469,3,5,39,79,54,40,50,3,10,18,4,22,3,1,4,96,0,57,0,1,1,1,1,1
470,6,7,19,46,50,22,44,5,14,27,5,55,2,5,3,86,0,60,1,1,1,1,1,1
471,7,4,23,72,44,71,57,5,17,29,5,31,3,2,2,46,0,33,1,1,1,1,1,1
472,3,2,48,22,49,24,28,3,12,12,2,12,2,4,3,95,1,19,0,4,1,1,1,1
473,2,1,58,93,47,99,12,5,11,21,0,19,2,8,10,95,0,63,0,1,1,1,1,1
474,9,8,29,65,16,18,59,6,19,15,4,26,2,8,9,44,0,32,1,2,1,1,1,1
475,1,8,10,7,11,49,42,4,9,10,2,45,3,5,10,74,0,51,0,1,1,1,1,1
476,5,3,15,81,57,53,45,4,16,17,2,38,2,2,6,11,0,61,0,1,1,1,1,1
477,3,1,57,93,49,48,18,4,5,12,5,23,2,6,6,96,1,52,0,1,1,1,1,1
478,1,5,52,56,47,55,20,5,7,9,2,21,1,8,7,13,0,20,1,2,1,1,1,1
479,2,4,12,2,41,100,26,7,16,24,0,31,1,4,5,65,0,28,0,1,1,1,1,1
480,4,8,30,66,40,90,49,1,15,17,2,20,3,7,10,68,0,36,1,2,1,1,1,1
481,9,2,23,62,32,17,24,3,18,5,0,12,2,6,8,82,1,66,0,4,1,1,1,1
482,3,2,45,14,26,89,57,3,7,18,0,58,3,7,7,85,0,18,1,1,1,1,1,1
483,4,6,40,54,18,66,35,2,17,26,0,16,3,3,5,67,1,22,0,2,1,1,1,1
484,5,7,36,16,56,90,11,1,8,22,1,29,2,8,4,43,1,60,0,4,1,1,1,1
485,5,1,22,45,45,76,45,6,11,24,1,40,1,6,8,56,0,28,1,1,1,1,1,1
486,2,8,43,42,49,52,12,4,20,8,4,13,1,8,3,42,0,37,1,1,1,1,1,1
487,5,6,26,93,12,41,13,2,11,6,0,25,2,5,7,66,0,68,0,3,1,1,1,1
488,1,5,15,50,56,67,36,1,7,24,1,29,2,5,10,78,0,59,0,1,1,1,1,1
489,8,1,42,67,19,48,38,6,13,16,1,22,2,3,2,54,1,44,1,4,1,1,1,1
490,1,5,12,77,35,100,39,6,17,29,1,49,1,3,5,39,0,61,0,1,1,1,1,1
491,3,9,18,17,31,94,40,5,8,9,3,11,2,6,8,63,1,33,0,1,1,1,1,1
492,6,1,19,87,16,7,40,3,14,30,4,31,3,5,7,85,0,21,0,1,1,1,1,1
493,5,8,38,100,49,86,34,2,6,18,1,44,1,1,7,65,1,34,1,2,1,1,1,1
494,5,2,54,77,23,86,58,3,7,10,0,15,3,2,4,61,0,33,1,4,1,1,1,1
495,1,6,40,70,32,11,52,1,5,18,3,33,1,6,9,40,0,64,0,2,1,1,1,1
496,6,5,54,59,44,75,46,1,11,25,4,56,3,4,4,75,1,54,0,1,1,1,1,1
497,3,9,13,99,13,6,11,2,10,20,3,12,2,1,3,60,1,34,1,4,1,1,1,1
498,5,2,13,67,57,1,30,2,12,21,4,32,3,3,7,31,1,40,1,1,1,1,1,1
499,8,4,55,66,31,75,54,4,5,10,4,60,2,6,9,88,1,26,0,2,1,1,1,1
500,5,8,35,42,19,2,24,5,7,5,5,30,1,5,5,10,1,49,1,2,1,1,1,1
501,7,5,21,94,43,98,24,2,11,12,1,28,2,2,6,32,0,19,1,3,1,1,1,1
502,8,1,32,12,53,78,58,3,18,23,0,36,3,4,8,67,0,42,0,1,1,1,1,1
503,3,3,59,54,24,31,27,6,2,29,2,60,1,8,3,62,0,30,1,2,1,1,1,1
504,1,1,11,65,46,50,44,1,9,10,5,28,3,6,8,70,1,33,0,1,1,1,1,1
505,8,2,58,41,54,58,21,5,6,8,0,57,2,4,2,80,0,34,1,1,1,1,1,1
506,8,6,50,39,45,29,35,7,6,12,5,37,2,8,8,83,1,34,1,2,1,1,1,1
507,3,2,39,54,17,3,37,2,15,20,3,40,1,7,9,19,1,46,0,2,1,1,1,1
508,4,9,13,9,56,35,19,4,11,18,4,33,1,8,9,40,0,22,1,1,1,1,1,1
509,8,9,38,1,21,88,42,2,7,30,2,55,3,7,6,41,0,53,1,2,1,1,1,1
510,5,8,49,36,47,3,23,1,14,19,0,30,1,5,6,38,1,58,0,4,1,1,1,1
511,1,8,13,38,34,75,57,2,16,17,3,59,2,5,9,68,0,45,0,1,1,1,1,1
512,4,3,29,97,59,71,18,2,19,12,0,41,3,3,9,15,1,28,1,1,1,1,1,1
513,7,6,56,64,44,52,28,1,11,9,5,40,2,3,7,43,0,66,0,1,1,1,1,1
514,6,9,37,61,10,2,13,1,18,12,1,48,3,7,6,77,0,60,0,3,1,1,1,1
515,6,9,14,62,31,36,35,7,19,9,0,60,2,6,3,21,0,56,0,1,1,1,1,1
516,2,6,10,15,18,26,25,5,11,12,3,54,3,8,7,55,0,35,0,1,1,1,1,1
517,5,2,25,63,38,50,55,6,8,7,4,27,3,1,9,70,0,63,0,1,1,1,1,1
518,9,5,33,46,18,63,11,4,19,19,1,59,3,5,5,27,0,39,1,2,1,1,1,1
519,2,6,57,25,32,70,28,2,19,16,1,33,3,5,4,24,1,32,1,2,1,1,1,1
520,5,3,37,20,41,1,13,3,3,30,1,18,3,3,6,92,1,18,1,1,1,1,1,1
521,2,3,43,39,22,40,36,2,10,17,0,55,3,2,8,28,0,31,0,1,1,1,1,1
522,4,8,43,58,14,46,43,5,14,7,2,21,1,7,6,68,0,62,0,1,1,1,1,1
523,2,5,53,26,13,84,34,3,18,8,0,20,1,1,8,75,1,53,1,2,1,1,1,1
524,5,2,33,14,33,52,33,4,14,22,0,54,3,8,8,10,0,52,1,2,1,1,1,1
525,1,3,32,13,50,38,40,5,17,8,5,45,3,3,2,14,0,50,1,1,1,1,1,1
526,3,4,21,65,11,52,11,1,6,25,0,59,2,4,10,30,1,49,1,1,1,1,1,1
527,9,1,46,87,13,84,23,2,4,13,5,24,1,3,10,52,0,33,1,2,1,1,1,1
528,9,2,18,80,59,92,35,5,19,13,4,41,1,6,10,46,0,44,1,1,1,1,1,1
529,5,6,21,79,43,82,57,6,3,6,2,36,2,4,3,95,0,29,0,2,1,1,1,1
530,5,6,60,26,27,36,58,2,11,16,3,26,1,3,2,100,1,56,0,1,1,1,1,1
531,9,6,36,49,59,98,34,2,10,29,4,19,2,4,6,87,0,40,1,1,1,1,1,1
532,7,7,54,28,33,4,49,1,8,29,0,24,3,6,6,50,0,40,1,2,1,1,1,1
533,7,7,12,45,21,58,12,4,10,22,4,26,2,8,5,69,0,28,1,1,1,1,1,1
534,2,8,33,85,18,33,47,7,9,28,3,31,2,2,7,79,1,36,1,2,1,1,1,1
535,3,5,34,90,49,63,50,6,18,10,5,32,2,1,3,41,1,45,1,1,1,1,1,1
536,6,4,24,93,52,47,13,1,17,5,1,49,2,8,6,53,0,31,0,2,1,1,1,1
537,8,6,18,94,19,36,13,3,20,29,1,25,1,2,7,20,1,57,1,1,1,1,1,1
538,1,1,24,72,38,89,35,7,19,28,1,29,3,5,3,98,0,48,1,1,1,1,1,1
539,8,2,11,69,60,88,53,7,11,22,5,27,2,8,2,19,1,47,0,1,1,1,1,1
540,1,9,54,74,57,60,16,1,12,9,3,49,3,8,10,82,1,47,0,3,1,1,1,1
541,9,4,33,86,28,37,49,7,16,19,4,57,2,4,7,19,1,23,1,2,1,1,1,1
542,1,4,56,91,39,20,31,7,20,24,5,45,2,5,6,67,0,21,0,2,1,1,1,1
543,3,3,54,88,16,74,31,7,10,25,4,37,3,8,5,47,0,28,0,2,1,1,1,1
544,9,2,11,26,56,58,55,4,2,8,3,55,3,6,7,13,0,59,0,1,1,1,1,1
545,3,8,60,60,56,16,27,7,15,16,3,44,3,4,6,93,0,49,1,1,1,1,1,1
546,7,7,17,89,38,84,44,1,16,9,4,38,1,4,3,12,0,60,0,2,1,1,1,1
